ID investigador,Fuente,ID autor Scopus,EID documento Scopus,Perfil en Google Scholar,ORCID id autor,DOI,Año,Título,Enlace al artículo,Autores,Fecha de publicación,Revista,Volumen,Número,Páginas,Editor,Resumen,Citas totales,Institución,Conferencia,Libro,Origen,Nombre Investigador,Inventores,Oficina de patentes,Número de patente,Número de solicitud
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:0EnyYjriUFMC,,,,What works to keep students focused during the covid-19 pandemic?,,"N Dominguez-Vergara, DN Dominguez-Perez",2021,,,,2524-2533,IATED,"In Mexico, the covid-19 pandemic has hit hard on many students. Some of them have had their whole families infected and unfortunately a few of them lost close relatives. Some of the students infected with the virus asked for extensions in deadlines for homework and term papers. It has been noticed by one of the authors that in large groups with good virtual assistance to classes most of the students affected by the pandemic have complied with their course work. It was also noticed that students participated more when the professor used a blackboard in front of the camera to carry out some calculations to his engineering students. They also maintained their attention if the teacher did not lose time switching on and off at sharing the screen but instead, got help from a student to show the notes prepared beforehand by the professor. The conclusion has been that the basic and handy technology of in-person classes …",Citado por 2,,EDULEARN21 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:qjMakFHDy7sC,,,,Education and technology during COVID-19 times,http://end-educationconference.org/wp-content/uploads/2021/07/2021end084.pdf,"Daniel Nicolas Dominguez-Perez, Nicolas Dominguez-Vergara",2021,Education and New Developments,,,,,"It is difficult to separate technology from education because technology is embedded in teaching. The best technology for teaching is the one that does not interfere with the communication between the teacher and the students. In other words, it should be barely “noticeable” in how it is used, and easy enough to use that it does not require special training, such as window in a room to see the flowers outside, without interfering in any way. The technology used during an in-person classes is so basic, transparent, and simple, since it consists of a classroom, chairs, blackboard and pieces of chalk. However, a piece of chalk could break. In this case, the flow of information is interrupted; which is why the plastic whiteboards and markers are preferable and cleaner. An electronic board may seem to be better with its many improvements with computers; however, its higher technology could get in the way if it is not used properly. During the pandemic, different technologies, like computers and cell phones, connected to internet were massively used. Yet, computers and cell phones with the appropriate software and apps had an additional cost; with no guarantee of antivirus applications against viruses or worms, leaving aside protection for documents, software and hardware. On top of that, a Zoom, Google or any similar online platform was necessary. Using these platforms, other technologies had to be relied on, including Ethernet or a USB adapter. On the other hand, in developing countries before the pandemic, low-tech was used by most students to store and pass information to their peers and teachers. They would use mainly pens and notebooks to …",Citado por 2,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:5nxA0vEk-isC,,,,Close comparison between the results of two basic science and engineering divisions of the Mexican UAM,,"N Dominguez-Vergara, M Monroy-Anieva, A Dominguez-Perez",2015,,,,2653-2662,IATED,"In this paper we compared some indicators for the two Basic Science and Engineering Divisions of the campuses of Azcapotzalco and Iztapalapa of the Universidad Autónoma Metropolitana (UAM) [1]. The objective is to analyze the differences in order to define what experiences could be shared between them to improve. We obtained the data mostly from the annual activity reports of the UAM of several years, and made some statistical analysis. We have found that there are important differences in some indicators despite that both divisions started classes in 1974 and they were constructed to have a similar undergraduate enrollment. For example, in the year of 2014 the Basic Sciences and Engineering Division of Azcapotzalco (CBI-A) had an undergraduate enrollment of 8142 students while the Basic Sciences and Engineering Division of Iztapalapa (CBI-I) had 4292 students. The number of freshmen and of …",Citado por 2,,ICERI2015 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:XiVPGOgt02cC,,,,ATF-2 studies,,"JF Lyon, BA Carreras, N Dominguez, L Dresner, CL Hedrick, SP Hirshman, MS Lubell, JW Lue, RN Morris, SL Painter",1989/10,Unknown,,,,,"Design studies for a low-aspect-ratio, large next-generation stellarator, ATF-2, with high-current-density, high-field, stable NbTi/Cu helical windings are described. The design parameters are an average plasma radius of 0.52 m, a major radius of 2 m, and a field on axis of 4 to 5 T, with 10 to 15 MW of heating power. Such a device would be comparable in scope to other next-generation stellarators but would have roughly the same aspect ratio as the tokamaks without, however, the need for current drive to sustain steady-state operation. A number of low-aspect-ratio physics issues need to be addressed in the design of ATF-2, primarily compromises between high-beta capability and good confinement properties. A six-field-period Compact Torsatron is chosen as a reference design for ATF-2, and its main features and performance predictions are discussed. An integrated (beta capability and confinement) optimization …",Citado por 2,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:35N4QoGY0k4C,,,,Bootstrap current control and the effects of the radial electric field in stellarators,https://www.osti.gov/servlets/purl/6165139,"KC Shaing, BA Carreras, EC Crume, N Dominguez, SP Hirshman, VE Lynch, JS Tolliver, WI van Rij",01/01/1989,,,CONF-890403-4,,"Oak Ridge National Lab., TN (USA)","The effects of the radial electric field E/sub r/ on the bootstrap current in ATF-type configurations are studied with the Drift Kinetic Equation Solver (DKES). It is found that there is a range of E/sub r/ values over which the bootstrap current does not depend on E/sub r/. The effects of E/sub r/ on the bootstrap current are due to the resonance between the parallel velocity and the poloidal E /times/ B drift. The poloidal coil system of a stellarator can be used to modify the /vert bar/B/vert bar/ spectrum and, as a consequence, change the magnitude of the bootstrap current. The addition of a small l = 1 field component to a stellarator field can cancel or reverse the direction of the bootstrap current. It is shown that currentless operation in the collisionless regime is not impaired by the bootstrap current, because the effects of the bootstrap current can be eliminated by an appropriate external coil system. These results can be tested in ATF. 15 refs., 11 figs.",Citado por 2,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:35r97b3x0nAC,,,,Compact Torsatron Configurations,https://www.osti.gov/servlets/purl/5972987,"BA Carreras, N Dominguez, L Garcia, VE Lynch, JF Lyon, JR Cary, JD Hanson, AP Navarro",01/09/1987,,,ORNL/TM-10030,,"Oak Ridge National Lab.(ORNL), Oak Ridge, TN (United States)","Low-aspect-ratio stellarator configurations can be realized by using torsatron winding. Plasmas with aspect ratios in the range of 3.5 to 5 can be confined by these Compact Torsatron configurations. Stable operation at high BETA should be possible in these devices, if a vertical field coil system is adequately designed to avoid breaking of the magnetic surfaces at finite BETA. 17 refs., 21 figs., 1 tab.",Citado por 2,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:qUcmZB5y_30C,,,,Opportunities due to nearshoring for some higher education institutions in Mexico,,N Dominguez-Vergara,2023,,,,8553-8562,IATED,"The nearshoring of United States of America (US), Chinese, European, and even Mexican companies on Mexican soil is leading to the creation of many new jobs, which 40% of the young unemployed and low-paid Mexicans need. Accordingly, the Gross Domestic Product of Mexico may potentially grow beyond its mediocre yearly average of less than 2.0% over the last 40 years. Mexico should set as one objective to educate people with the necessary skills to be employable in those companies, including top-notch scientists and engineers in Artificial Intelligence, automation, Internet of Things, Big Data, semiconductors, quantum computing, solar panels, and battery chemistry, among other areas. After analyzing the strengths, weaknesses, opportunities, and threats to size the nearshoring opportunities in higher education in Mexico, the strategies should be outlined to reach the objectives. The Mexican education …",Citado por 1,,ICERI2023 proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:e5wmG9Sq2KIC,,,,El programa computacional UAMmero para evaluar el rendimiento de combustible y las emisiones contaminantes de vehículos pesados,https://progmat.uaem.mx/progmat/index.php/progmat/article/view/34,"José Luis Pantoja Gallegos, Daniel Nicolás Domínguez Pérez, Nicolás Domínguez Vergara",12/08/2022,Programación matemática y software,14,2,29-42,,"UAMmero es un paquete computacional que simula el movimiento de un vehículo pesado en una calle o carretera. Calcula las fuerzas sobre un vehículo, el par y la potencia del motor necesarios para moverlo. También calcula el consumo de combustible del vehículo, su rendimiento de combustible, así como sus emisiones de bióxido de carbono y otros contaminantes. Los datos de entrada son las características del vehículo como el consumo de combustible para una pareja de valores del par del motor y las revoluciones por minuto del eje del motor (mapa de combustible del motor), las relaciones de transmisión de los engranajes de la caja de velocidades, los radios de las ruedas, la masa del motor, el momento de inercia del motor, el momento de inercia de la transmisión y la masa de la carga entre muchos otros parámetros. Muchos de los resultados de UAMmero se presentan gráficamente para visualizar fácilmente el desempeño de un vehículo pesado. En este trabajo se presenta una descripción de UAMmero y varios de los resultados de manera gráfica. Los resultados se muestran para un vehículo pesado de 9.752 toneladas con un motor de 350 caballos de potencia y una transmisión de diez velocidades, que transporta 10 toneladas de carga y que se mueve en un ciclo de conducción que consiste en tres partes con la rapidez preestablecida en cada una de ellas en función del tiempo. Ese ciclo de manejo ha sido utilizado por la Agencia de Protección Ambiental de los Estados Unidos de América para certificar vehículos pesados al consumo de combustible ya las emisiones de bióxido de carbono.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:zYLM7Y9cAGgC,,,,Dependence of Fuel Economy on Speed for two Heavy Duty Vehicles,https://journalspress.com/LJRS_Volume22/Dependence-of-Fuel-Economy-on-Speed-for-Heavy-Duty-Vehicles.pdf,"N Dominguez-Vergara, DN Dominguez-Perez, JL Pantoja-Gallegos",2022,London Journal of Research in Science: Natural and Formal. Aceptado para publicarse,,,,,"Some recommendations have been made that vehicles should travel at certain speeds in order to reduce their fuel consumption because gasoline and diesel are currently very expensive in many countries. There is also the menace of fuel shortages approaching the near future in some parts of the world. These recommendations are based on the fact that on the road the fuel economy of a vehicle increases while travelling at cruise speed without acceleration, as it is shown in this paper. Some of the vehicles on the road are the heavy-duty vehicles which transport people, food, medicine, minerals, gasoline, diesel, and many other goods to keep the economy of any country running. The vast majority of heavy-duty vehicles on the road in the world still move with diesel engines. In this paper it is demonstrated, for the cases examined with heavy duty vehicles, that the fuel economy of vehicles depends on several factors which include the load transported, the acceleration to reach cruise speed, the engine, the gearbox, the wheels, the final drive, the maximum driving speed of the vehicles and the slope of the roads. The reduction of fossil fuels consumption in road transportation also reduces the emision of carbon dioxide to the atmosphere, a greenhouse gas which contributes to global climate change. For some of the cases studied the carbon dioxide emissions are also calculated. Savings in fuel consumption in dollars by driving at the best constant speeds and the reduction in the environmental cost caused by less emissions of carbon dioxide are reported. The calculations in this paper have been carried out using UAMmero, a computer program …",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:u-x6o8ySG0sC,,,,Experiences in teaching some soft skills in engineering,,"N Dominguez-Vergara, AB Dominguez-Perez, DN Dominguez-Perez",2022,,,,10216-10225,IATED,"In Mexico, students of some private universities might get better job positions than students of some public universities in their first jobs. This could be in part because students of public universities are not proficient in English, and in this globalized world that language is necessary to get a good job because many of the high paid jobs are offered by transnational companies. It could also be because students of public universities have not developed certain soft skills which are now considered necessary for many employers. Public universities should increase the teaching of English. English could be practiced daily by the students if the professors of public universities spoke it but most of these do not. The courses in some public universities are solid in mathematics, physics and engineering, and students learn to master them and some of the most brilliant students are hired regardless of deficiencies in soft skills. Soft …",Citado por 1,,INTED2022 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:eQOLeE2rZwMC,,,,Quality control tools in the analysis of COVID-19 caused problems,http://end-educationconference.org/wp-content/uploads/2021/07/2021end105.pdf,"Nicolas Dominguez-Vergara, Daniel Nicolas Dominguez-Perez",2021,,,,496-500,END,"Quality control tools are taught in engineering careers to analyze and try to solve problems in the production of goods and in the performance of service businesses. Those tools can be used to analyze and understand many problems. The coronavirus pandemic has caused many problems around the world, like many people infected in people’s agglomerations in public transportation, in celebrations like parties, in political rallies and in public markets because of the people not wearing masks. A Pareto diagram clearly shows the most dangerous comorbidities in case of covid-19 infection. A lot of doctors and nurses have been contagious around the world in many cases because of lack of protection materials for them, hopefully health and safety procedures (check lists) and Poka Yoke devices are being created and implemented to reduced contagion. In this paper we identified and analyzed some covid-19 caused problems using basic quality control tools and for some cases we proposed solutions to them. Examples of a Pareto Diagram in analyzing the death rate in age ranges is used to explain the decrement in deaths in the United States of America if certain age groups are first vaccinated, an Ishikawa Diagram is used to analyze the ineffective distant learning in Mexico, a Check List is elaborated to avoid contagion in shopping and a Dispersion Diagram is used to find a relation between the number of contagious and the number of deaths in many countries of the world. Some other tools are briefly explained and some problems which could be analyzed with those are identified. The examples could enhance the interest of the students in …",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:UebtZRa9Y70C,,,,"Education, science and technology to reduce fuel consumption and greenhouse gas emissions of heavy duty vehicles in Mexico",,"N Dominguez-Vergara, JL Pantoja-Gallegos, DN Dominguez-Perez",2020,,,,4237-4246,IATED,"It is necessary to reduce the fuel consumption and carbon dioxide (CO2) emissions of the Mexican transportation sector. Especially of heavy-duty vehicles which are those with a weight greater than 3.857 tons. In the United States of America (USA), although the heavy-duty vehicles fleet is only 10% of the whole transportation fleet, they emit the 20% of the CO2 emissions of the entire transportation sector. One of the most effective ways in the world to reduce fuel consumption and CO2 emissions is through federal regulations. Japan, USA, Canada and a few other countries have already implemented energy efficiency and/or CO2 emissions reduction regulations for heavy duty vehicles. The regulations push the manufacturers of new heavy-duty vehicles to generate technologies which reduce the fuel consumption and CO2 emissions. Developed countries have scientists and technologists to develop the necessary …",Citado por 1,,INTED2020 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:R3hNpaxXUhUC,,,,Upcoming important challenges of the Mexican Universidad Autónoma Metropolitana,,"N Dominguez-Vergara, DN Dominguez-Perez",2018,,,,7890-7900,IATED,"The public Mexican University “Universidad Autónoma Metropolitana (UAM)” [1] will face important challenges that it must overcome to assure a successful future. Among the academic challenges, we state the following: a) it has to increase the number of admitted students which has decreased 36% since 1987, despite that it has two more campuses since then, b) the number of years for students to graduate has to be reduced, c) it will have to provide to the Mexican society the professionals that it needs and will need in the future as North America advances towards automation [2] and the commercial relation with the United States of America may change dramatically, affecting some national economic areas. In scientific research, the UAM needs to produce the “know-how” and technology which can be commercialized internationally or transferred for a Mexican society improvement. This is in order to obtain …",Citado por 1,,INTED2018 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:dhFuZR0502QC,,,,Some proposals for higher education in Mexico to the year 2030,,"N Dominguez-Vergara, JL Pantoja-Gallegos, DN Dominguez-Perez",2018,,,,9388-9397,IATED,"Higher education in Mexico is a privilege, rather than a right. Its national coverage is only 35.8%. In some of the Mexican states its coverage is as low as 27%, while in Mexico City it is 90%. The Mexican society has fought for decades to have more educated people in order to develop the country. Since the 1970s, Mexican governments have promised to improve this coverage, quality and pertinence of higher education in Mexico, but their promises have ended in poor results. Additionally, employment for graduates is scarce and the salaries for graduates are low. This is an election year for Mexico and a leftist party might become the winner for the first time since 1988, whose presidential candidate is promising a huge raise in public higher education coverage. For the next several years, Mexico should not only increase its higher education coverage but also continuously educate people who will live in a knowledge …",Citado por 1,,EDULEARN18 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:roLk4NBRz8UC,,,,How to teach students to transfer technology through multidisciplinary teams,http://www.adayapress.com/wp-content/uploads/2018/04/4.pdf,"Nicolás Domínguez-Vergara, José Luis Pantoja-Gallegos, Daniel Domínguez Pérez",03/10/2017,BOOK OF ABSTRACTS,,,,,"Mexico imports most of the technology it needs to solve its big national problems. For example, Mexico imports more than 96% of the technology it uses. The main product of Mexican scientists and engineers are papers which are published in many Mexican or international journals and books. For real every-day industrial needs Mexico imports technology. Mexico produced 3.4 million vehicles in the year 2016 and exported 2.5 million vehicles to the United States, however those products are mostly assembled in the country from parts imported by Mexico. Mexico frequently imports software to analyze its national problems; however, not all this software is adequate for the country’s conditions and in certain cases does not exist for certain problems. For example, at the end of the year 2012 the Mexican government tried to promulgate a Mexican regulation for fuel consumption and carbon dioxide for new heavy duty vehicles but there was not an appropriate computational tool to calculate the fuel consumption of those vehicles. The Greenhouse Gas Emissions Model (GEM) from the US Environmental Protection Agency was not appropriate because of the characteristic operations of the heavy-duty vehicles in Mexico. The Mexican roads and the configurations of the vehicles in this country are very different to those modeled in the GEM. In this work it is described how at the Mexican Universidad Autónoma Metropolitana a multidisciplinary team of undergraduate students was put together to study the problem of fuel consumption and contaminants of the Mexican vehicle fleet, in particular of the heavy duty fleet. In this paper, it is described how students …",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:_kc_bZDykSQC,,,,Strategies and high-tech tools which can be used to improve teaching and research in the Azcapotzalco Campus of the Mexican UAM,,"N Dominguez-Vergara, M Monroy-Anieva, A Dominguez-Perez, D Dominguez-Perez",2015,,,,2663-2671,IATED,"There is a lack of good strategic planning in the Basic Science and Engineering Division (DCBI) of the Campus Azcapotzalco of the Mexican Universidad Autonoma Metropolitana (UAM) as it has been confirmed by the fact that in the last 7 years the number of freshman students increased by 20% in 3 years only to decrease by 40% in the following 4 years. Another good example is that one of the buildings (Building “G”) in the Campus Azcapotzalco in which research and teaching have been carried was not complying with the construction regulations enforced since the 1985 earthquake disaster in Mexico City and the UAM authorities decided until the end of the year of 2014 to fix it. The re-construction was supposed to last the first six months of the year 2015 but it will now take at least until the end of the same year, impacting the good development of teaching and research of the DCBI. One last example is the …",Citado por 1,,ICERI2015 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:ZfRJV9d4-WMC,,,,"Plasma stability, equilibrium and transport in URAGAN-2M torsatron",,"BA Carreras, N Dominguez, VE Lynch",01/01/1991,Europhysics Conference Abstracts;(Switzerland),15,Part II,,,"The studies magnetic configurations in the URAGAN-2M torsatron (the construction of it is in its final stage) make it possible to distinguish some the most specific configurations from the viewpoint of plasma confinement. The magnetic configuration in torsatron is formed by the fields of 16 toroidal field coils, l=2 helical winding with m=4 field periods, 4 pairs of compensating and 2 pairs of correcting coils. Depending on the current ratios in all coil systems the different configurations are realized. For convenient classification of configurations two parameters are used: K[sub [phi]] = B[sub [phi]h]/B[sub 0] and B[sub ]/B[sub 0], where B[sub 0] = B[sub [phi]h] + B[sub [phi]t]. Here B[sub [phi]h] and B[sub [phi]t] are the longitudinal magnetic fields of helical windings and the toroidal field coils, respectively; B[sub ] is the resulting transverse; fields are taken as the average at the major radius position R[sub 0]. (author) 4 refs., 3 figs., 1 tab.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:1yQoGdGgb4wC,,,,Developments in the theory of trapped particle pressure gradient-driven turbulence in tokamaks and stellarators,https://www.osti.gov/etdeweb/servlets/purl/6357339,"PH Diamond, H Biglari, FY Gang, YB Kim, MN Rosenbluth, XH Wang, XQ Xu, N Dominguez, BA Carreras, JN Leboeuf, VE Lynch, LA Charlton, L Garcia, PW Terry, DE Newman, AE Koniges, J Crotinger, W Dannevik",01/12/1990,,,,,,"Recent advances in the theory of trapped particle pressure gradient driven turbulence are summarized. A novel theory of trapped ion convective cell turbulence is presented. It is shown that nonlinear transfer to small scales occurs, and that saturation levels are not unphysically large, as previously thought. As the virulent saturation mechanism of ion Compton scattering is shown to result in weak turbulence at higher frequencies, it is thus likely that trapped ion convective cells are the major agent of tokamak transport. Fluid-like trapped electron modes at short wavelengths (k{sub {theta}} {rho}{sub i} > 1) are shown to drive an inward particle pinch. The characteristics of convective cell turbulence in flat density discharges are described, as is the stability of dissipative trapped electron modes in stellarators, with flexible magnetic field structure. The role of cross-correlations in the dynamics of multi-field models of drift wave turbulence is discussed. 32 refs., 7 figs., 1 tab.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:1sJd4Hv_s6UC,,,,Stability studies for TJ-II,,"A Varias, C Alejaldre, A Lopez-Fraguas, BA Carreras, N Dominguez, VE Lynch",1990,,,IAEA-TECDOC--558,,,"[en] The hard core winding of the four period heliac TJ-II, to be built at CIEMAT site in Madrid, is composed of a circular coil and a helical winding with separately controllable currents. This makes the TJ-II a very attractive flexible heliac with a broad range of controllable rotational transform and magnetic well. This flexibility will permit to experimentally explore regimes with stability average beta limit to Mercier modes, ranging from near zero to approx. 6% in an almost continuous manner. Furthermore, configurations with second stability regime behaviour have been found.(author). 4 refs, 4 figs, 1 tab",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:dQ2og3OwTAUC,,,,Resistive MHD stability studies for ATF plasmas during operation in the second stability regime,https://www.osti.gov/servlets/purl/5146700,"Lowell A Charlton, JN Leboeuf, Brian A Carreras, N Dominguez, VE Lynch",01/01/1989,,,CONF-891240-1,,"Oak Ridge National Lab., TN (USA)","Self stabilization effects were experimentally observed in the first period of operation of the ATF device. This effect is reproduced by the nonlinear calculations. 6 refs., 3 figs.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:abG-DnoFyZgC,,,,Equilibrium and ideal stability studies for ATF,https://www.osti.gov/servlets/purl/6189597,"VE Lynch, BA Carreras, N Dominguez, JN Leboeuf",01/01/1989,,,CONF-890403-22,,"Oak Ridge National Lab., TN (USA)","This paper investigates the criterion for stability in the ATF torsatron. 4 refs., 3 figs.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:ZHo1McVdvXMC,,,,Dissipative trapped electron modes in l= 2 torsatrons,https://www.osti.gov/servlets/purl/6278695-tlnwml/,"Brian A Carreras, N Dominguez, JN Leboeuf, VE Lynch, PH Diamond",01/01/1989,,,CONF-890403-7,,"Oak Ridge National Lab., TN (USA)","Trapped electron modes can play an important role in enhancing losses in a toroidal confinement device. They could be one cause of the deterioration of confinement with beta in tokamaks. For straight stellarators and for a model field, it has been shown that the helical ripple and short connection lengths allow for strongly localized solutions to the drift wave equation. Therefore, it is suggested that trapped electron modes in stellarators can be more unstable than in tokamaks. This is particularly the case for low-shear configurations. In this paper, we consider this problem for a realistic 3-D stellarator. We use as input a 3-D equilibrium and include the finite-beta effects self-consistently. 8 refs., 2 figs.",Citado por 1,,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:HDshCWvjkbEC,,,,Stability of ballooning modes in tokamaks with energetic particles,https://search.proquest.com/openview/fc5a56552630dec49caa96a4b3ad182a/1?pq-origsite=gscholar&cbl=18750&diss=y,Nicolás Domínguez Vergara,1986,,,,,,"The effects of energetic particles are of interest since fast ions are present in neutral-beam and rf-heated tokamaks and will occur in ignition devices in the form of alpha particles. Moreover, it may be desirable to create such particles by auxiliary heating in order to exploit their stabilizing properties and thus attain a high beta plasma. Here a range of issues related to the stabilization of MHD ballooning modes in tokamaks by using energetic particles is investigated analytically and numerically.",Citado por 1,The University of Texas at Austin,,,,Dr. Nicolás Domínguez Vergara,,,,
INV0041,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=QtChyJ8AAAAJ&cstart=20&pagesize=80&citation_for_view=QtChyJ8AAAAJ:QIV2ME_5wuYC,,,,THE IMPACT OF THE UNITED STATES-CHINA TRADE WAR IN HIGHER EDUCATION IN MEXICO,,"N Dominguez-Vergara, JL Pantoja-Gallegos, MA Gutierrez-Villegas, EM Gutierrez-Armenta",2025,,,,5810-5810,IATED,"This study explores the anticipated transformations in Mexico’s higher education system as a response to the economic and technological shifts driven by trade tensions between the United States (US) and China. The research identifies strategies to bolster Mexico’s global competitiveness through education and science, focusing on reducing dependency on key imports—particularly from China—and promoting the development of advanced technologies. The primary objective of this analysis is to propose actionable measures to address the challenges posed by these trade tensions while leveraging the opportunities they present. Using a documentary research approach, the study examines a range of sources, including reports, case studies, and academic literature, with a particular focus on the automotive industry [1]. Comparative analyses of successful strategies in other countries, such as technology transfer …",,,INTED2025 Proceedings,,,Dr. Nicolás Domínguez Vergara,,,,
